REQUESTSOURCE,MOBILEOS,ZIPCODE,LATITUDE,LONGITUDE,NCNAME,CT10,GEOID10,OBJECTID,Shape_STAr,Shape_STLe,X_Center,Y_Center,Hour,Weekday,Month,DayPartition
Call,,90037,33.99478066,-118.2761429,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,15,4,3,3
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,10,5,3,2
Self Service,,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,13,2,3,3
Mobile App,iOS,90037,33.99249558,-118.279876,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,13,7,3,3
Call,,90037,33.99545975,-118.2753647,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,15,4,3,3
Mobile App,Android,90037,33.99328935,-118.2800627,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,17,5,1,3
Call,,90037,33.99417485,-118.2799587,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,11,5,1,3
Mobile App,Android,90037,33.99328935,-118.2800627,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,17,1,1,3
Call,,90037,33.99317549,-118.2798701,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,14,2,1,3
Self Service,,90037,33.99249125,-118.2795583,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,8,1,1,2
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,10,4,2,2
Call,,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,10,5,3,2
Call,,90037,33.98972863,-118.2800539,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,10,5,3,2
Call,,90037,33.99573726,-118.2800951,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,10,5,3,2
Call,,90037,33.99305975,-118.2800128,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,13,5,3,3
Mobile App,Android,90037,33.98972863,-118.2800539,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,17,7,1,3
Call,,90037,33.99544155,-118.2758812,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,14,5,3,3
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,10,6,4,2
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,18,3,3,4
Self Service,,90037,33.99420117,-118.2800745,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,9,2,4,2
Self Service,,90037,33.99147293,-118.2801931,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,10,2,4,2
Call,,90037,33.99328935,-118.2800627,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,15,4,4,3
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,11,1,4,3
Mobile App,Android,90037,33.98972863,-118.2800539,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,24,7,1,4
Mobile App,iOS,90037,33.99317703,-118.2798233,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,9,2,1,2
Mobile App,Android,90037,33.99328935,-118.2800627,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,17,5,1,3
Call,,90037,33.99238577,-118.2783413,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,9,3,1,2
Call,,90037,33.99545975,-118.2753647,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,13,5,4,3
Self Service,,90037,33.99328935,-118.2800627,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,10,2,9,2
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,18,7,4,4
Call,,90037,33.99326193,-118.2799472,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,13,3,4,3
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,13,3,4,3
Self Service,,90037,33.99147293,-118.2801931,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,10,5,4,2
Call,,90037,33.99328935,-118.2800627,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,13,2,1,3
Call,,90037,33.99420117,-118.2800745,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,16,2,1,3
Self Service,,90037,33.99328935,-118.2800627,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,16,3,1,3
Mobile App,iOS,90037,33.99249558,-118.279876,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,22,3,1,4
Mobile App,Android,90037,33.99328935,-118.2800627,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,20,2,9,4
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,18,1,4,4
Call,,90037,33.99147293,-118.2801931,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,10,1,4,2
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,10,3,4,2
Mobile App,Android,90037,33.99328935,-118.2800627,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,14,3,2,3
Self Service,,90037,33.99420117,-118.2800745,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,9,2,5,2
Self Service,,90037,33.99328935,-118.2800627,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,9,2,5,2
Self Service,,90037,33.99147293,-118.2801931,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,9,2,5,2
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,10,2,5,2
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,20,2,9,4
Call,,90037,33.99232448,-118.280038,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,14,3,5,3
Call,,90037,33.99571704,-118.2799793,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,14,3,5,3
Call,,90037,33.99326193,-118.2799472,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,13,3,5,3
Mobile App,iOS,90037,33.99269219,-118.2781423,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,7,2,5,2
Mobile App,Android,90037,33.99328935,-118.2800627,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,14,4,5,3
Call,,90037,33.99328935,-118.2800627,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,16,3,5,3
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,16,1,5,3
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,16,2,1,3
Mobile App,Android,90037,33.98972863,-118.2800539,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,17,4,2,3
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,13,3,2,3
Mobile App,Android,90037,33.99328935,-118.2800627,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,16,1,2,3
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,20,6,5,4
Mobile App,Android,90037,33.99256854,-118.2781411,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,14,7,5,3
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,9,7,3,2
Call,,90037,33.99305975,-118.2800128,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,9,4,5,2
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,12,3,5,3
Call,,90037,33.99544155,-118.2758812,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,10,4,3,2
Mobile App,Android,90037,33.992233,-118.2781309,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,11,4,3,3
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,18,5,3,4
Mobile App,Android,90037,33.99317703,-118.2798233,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,18,7,5,4
Self Service,,90037,33.99328935,-118.2800627,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,9,1,5,2
Call,,90037,33.99544155,-118.2758812,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,12,2,5,3
Mobile App,Android,90037,33.99328935,-118.2800627,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,10,1,3,2
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,18,3,5,4
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,9,4,5,2
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,16,2,5,3
Mobile App,iOS,90037,33.99340095,-118.2798699,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,10,3,5,2
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,8,5,5,2
Mobile App,Android,90037,33.99317703,-118.2798233,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,19,4,6,4
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,12,6,6,3
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,13,2,6,3
Self Service,,90037,33.99420117,-118.2800745,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,10,5,10,2
Call,,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,14,2,9,3
Call,,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,12,4,6,3
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,15,1,10,3
Mobile App,Android,90037,33.99328935,-118.2800627,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,15,1,10,3
Self Service,,90037,33.99420117,-118.2800745,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,11,2,10,3
Self Service,,90037,33.99420117,-118.2800745,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,13,2,9,3
Self Service,,90037,33.99420117,-118.2800745,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,12,3,9,3
Self Service,,90037,33.99420117,-118.2800745,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,10,2,9,2
Mobile App,iOS,90037,33.99543795,-118.276937,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,14,3,10,3
Self Service,,90037,33.99430039,-118.2790625,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,9,2,10,2
Self Service,,90037,33.99420117,-118.2800745,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,20,4,6,4
Call,,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,9,3,6,2
Self Service,,90037,33.99420117,-118.2800745,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,9,1,5,2
Mobile App,iOS,90037,33.99317549,-118.2798701,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,13,7,6,3
Mobile App,iOS,90037,33.99158443,-118.2799989,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,10,3,5,2
Call,,90037,33.99417485,-118.2799587,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,13,3,5,3
Call,,90037,33.99573726,-118.2800951,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,13,4,6,3
Mobile App,Android,90037,33.9943122,-118.2798714,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,16,6,4,3
Call,,90037,33.99130929,-118.2797431,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,16,4,6,3
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,15,5,6,3
Mobile App,Android,90037,33.98972863,-118.2800539,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,9,4,5,2
Mobile App,iOS,90037,33.99158443,-118.2799989,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,10,3,5,2
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,7,2,10,2
Mobile App,Android,90037,33.99328935,-118.2800627,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,22,7,7,4
Mobile App,iOS,90037,33.99158443,-118.2799989,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,10,2,7,2
Voicemail,,90037,33.99420117,-118.2800745,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,9,3,7,2
Self Service,,90037,33.98965331,-118.274866,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,20,4,7,4
Mobile App,Android,90037,33.98972863,-118.2800539,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,9,1,7,2
Call,,90037,33.99420117,-118.2800745,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,8,2,10,2
Mobile App,Android,90037,33.99467536,-118.2739892,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,15,3,10,3
Mobile App,iOS,90037,33.99477838,-118.2773306,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,19,3,10,4
Call,,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,9,3,7,2
Self Service,,90037,33.99420117,-118.2800745,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,22,5,7,4
Call,,90037,33.99232448,-118.280038,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,10,2,7,2
Call,,90037,33.99328935,-118.2800627,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,13,2,7,3
Self Service,,90037,33.99420117,-118.2800745,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,18,2,7,4
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,20,2,7,4
Call,,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,11,2,8,3
Self Service,,90037,33.99476535,-118.2761904,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,11,7,10,3
Call,,90037,33.99510131,-118.27997,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,9,3,8,2
Call,,90037,33.99417278,-118.2801896,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,9,3,8,2
Call,,90037,33.99054093,-118.2801756,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,10,3,8,2
Call,,90037,33.99193668,-118.2781414,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,15,4,7,3
Call,,90037,33.99502268,-118.2800842,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,14,2,8,3
Call,,90037,33.99571462,-118.2802102,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,9,3,8,2
Call,,90037,33.99420117,-118.2800745,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,14,2,8,3
Call,,90037,33.99328935,-118.2800627,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,15,2,8,3
Call,,90037,33.9914452,-118.2803085,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,9,3,8,2
Call,,90037,33.99326166,-118.2801781,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,9,3,8,2
Mobile App,iOS,90037,33.99249558,-118.279876,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,19,3,8,4
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,18,3,8,4
Self Service,,90037,33.98965211,-118.2751299,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,9,1,10,2
Mobile App,Android,90037,33.99408996,-118.2798735,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,15,6,8,3
Call,,90037,33.99466306,-118.2783494,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,12,1,8,3
Self Service,,90037,33.99420117,-118.2800745,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,17,3,8,3
Self Service,,90037,33.99328935,-118.2800627,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,0,6,8,1
Self Service,,90037,33.99408996,-118.2798735,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,16,4,8,3
Mobile App,iOS,90003,33.98944263,-118.2741362,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,13,1,8,3
Call,,90037,33.99544453,-118.2754854,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,10,3,8,2
Self Service,,90037,33.99420117,-118.2800745,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,8,4,8,2
Self Service,,90037,33.99571704,-118.2799793,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,14,4,8,3
Mobile App,Android,90037,33.98965211,-118.2751299,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,10,3,10,2
Mobile App,Android,90037,33.99317703,-118.2798233,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,4,6,8,2
Call,,90037,33.99340336,-118.2790319,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,8,3,8,2
Self Service,,90037,33.99340095,-118.2798699,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,8,2,8,2
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,12,5,8,3
Call,,90037,33.99573726,-118.2800951,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,15,5,8,3
Call,,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,15,5,8,3
Call,,90037,33.99328935,-118.2800627,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,15,5,8,3
Mobile App,Android,90037,33.992233,-118.2781309,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,13,6,8,3
Mobile App,Android,90037,33.99144546,-118.2800776,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,12,7,8,3
Self Service,,90037,33.99420117,-118.2800745,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,17,1,10,3
Call,,90037,33.9947788,-118.2766708,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,12,1,8,3
Call,,90037,33.99328935,-118.2800627,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,13,1,8,3
Self Service,,90037,33.99420117,-118.2800745,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,11,3,8,3
Call,,90037,33.99543899,-118.2770689,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,9,3,8,2
Call,,90037,33.99409135,-118.2795609,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,12,1,8,3
Mobile App,Android,90037,33.992233,-118.2781309,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,24,3,8,4
Mobile App,iOS,90037,33.99249558,-118.279876,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,24,3,8,4
Self Service,,90037,33.99408996,-118.2798735,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,14,3,9,3
Call,,90037,33.99420117,-118.2800745,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,15,4,9,3
Mobile App,Android,90037,33.99328935,-118.2800627,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,21,7,10,4
Mobile App,Android,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,19,7,10,4
Self Service,,90037,33.98965361,-118.2749979,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,20,7,10,4
Call,,90037,33.99328935,-118.2800627,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,11,5,9,3
Self Service,,90037,33.99420117,-118.2800745,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,12,2,9,3
Call,,90037,33.99573726,-118.2800951,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,14,2,9,3
Call,,90037,33.99328935,-118.2800627,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,14,2,9,3
Call,,90037,33.98982459,-118.2794174,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,14,3,9,3
Call,,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,13,2,9,3
Call,,90037,33.99237907,-118.2801386,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,16,5,9,3
Mobile App,iOS,90037,33.98985106,-118.274517,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,9,5,9,2
Self Service,,90037,33.99420117,-118.2800745,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,16,3,10,3
Self Service,,90037,33.98965211,-118.2751299,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,22,7,10,4
Self Service,,90037,33.99317703,-118.2798233,ZAPATA KING NC,232800,6037232800,845,4592288.138,8716.853709,6477643,1819731,10,2,10,2
Call,,90005,34.05746549,-118.3062974,WILSHIRE CENTER - KOREATOWN NC,212501,6037212501,661,856756.8223,3804.129906,6469173,1842928,14,4,9,3
Self Service,,90005,34.05735904,-118.3052117,WILSHIRE CENTER - KOREATOWN NC,212501,6037212501,661,856756.8223,3804.129906,6469173,1842928,11,3,1,3
Self Service,,90005,34.05699551,-118.3064364,WILSHIRE CENTER - KOREATOWN NC,212501,6037212501,661,856756.8223,3804.129906,6469173,1842928,19,7,9,4
Mobile App,Android,90005,34.05612218,-118.3052079,WILSHIRE CENTER - KOREATOWN NC,212501,6037212501,661,856756.8223,3804.129906,6469173,1842928,14,6,1,3
Self Service,,90005,34.05623724,-118.3051969,WILSHIRE CENTER - KOREATOWN NC,212501,6037212501,661,856756.8223,3804.129906,6469173,1842928,13,2,1,3
Mobile App,Android,90005,34.0561576,-118.3051972,WILSHIRE CENTER - KOREATOWN NC,212501,6037212501,661,856756.8223,3804.129906,6469173,1842928,17,2,1,3
Mobile App,iOS,90005,34.05628614,-118.3055271,WILSHIRE CENTER - KOREATOWN NC,212501,6037212501,661,856756.8223,3804.129906,6469173,1842928,11,3,1,3
Mobile App,Android,90005,34.0571753,-118.3064311,WILSHIRE CENTER - KOREATOWN NC,212501,6037212501,661,856756.8223,3804.129906,6469173,1842928,21,3,9,4
Mobile App,iOS,90005,34.0561103,-118.3064531,WILSHIRE CENTER - KOREATOWN NC,212501,6037212501,661,856756.8223,3804.129906,6469173,1842928,15,4,9,3
Mobile App,Android,90005,34.0571753,-118.3064311,WILSHIRE CENTER - KOREATOWN NC,212501,6037212501,661,856756.8223,3804.129906,6469173,1842928,18,2,9,4
Self Service,,90005,34.05699551,-118.3064364,WILSHIRE CENTER - KOREATOWN NC,212501,6037212501,661,856756.8223,3804.129906,6469173,1842928,14,4,10,3
Call,,90005,34.05699551,-118.3064364,WILSHIRE CENTER - KOREATOWN NC,212501,6037212501,661,856756.8223,3804.129906,6469173,1842928,13,4,10,3
Self Service,,90005,34.05746549,-118.3062974,WILSHIRE CENTER - KOREATOWN NC,212501,6037212501,661,856756.8223,3804.129906,6469173,1842928,19,7,10,4
Mobile App,Android,90005,34.05740045,-118.3065029,WILSHIRE CENTER - KOREATOWN NC,212501,6037212501,661,856756.8223,3804.129906,6469173,1842928,14,5,10,3
Self Service,,90005,34.05623724,-118.3051969,WILSHIRE CENTER - KOREATOWN NC,212501,6037212501,661,856756.8223,3804.129906,6469173,1842928,11,2,1,3
Self Service,,90005,34.05623724,-118.3051969,WILSHIRE CENTER - KOREATOWN NC,212501,6037212501,661,856756.8223,3804.129906,6469173,1842928,12,1,1,3
Call,,90005,34.05767056,-118.3042039,WILSHIRE CENTER - KOREATOWN NC,212501,6037212501,661,856756.8223,3804.129906,6469173,1842928,9,1,8,2
